ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2294462-20140813,2294462,386424,1,THANARATH SUDHAUNG,C AND A GRILL,5965 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2294462,ISSUE,11/14/2013,07/28/2014,07/28/2014,N,08/13/2014,08/15/2016,08/12/2014,08/13/2014,AAI,,,41.894606779,-87.774834188,"(41.89460677907168, -87.77483418779396)"
1356877-20151116,2425731,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/15/2015,11/10/2015,N,11/16/2015,11/15/2017,11/10/2015,11/12/2015,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
1139534-20021116,1295621,212413,1,JONG H HONG,YOO'S FOOD,5604 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1139534,RENEW,,09/24/2002,11/13/2002,N,11/16/2002,11/15/2003,11/13/2002,11/14/2002,AAI,,,41.894959317,-87.765631839,"(41.89495931732741, -87.76563183906008)"
1742858-20070418,1742858,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1524,Massage Establishment,704,Massage Establishment,1742858,ISSUE,09/07/2006,03/02/2007,03/02/2007,N,04/18/2007,11/15/2007,04/17/2007,04/18/2007,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
1697314-20091116,1996067,303895,1,AMARA SUDHAUNG,CA BEEF,5965 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1697314,RENEW,,09/15/2009,11/12/2009,N,11/16/2009,11/15/2011,11/12/2009,11/12/2009,AAI,,,41.894606779,-87.774834188,"(41.89460677907168, -87.77483418779396)"
1543636-20051116,1642324,283207,1,CATHY'S ULTIMATE SOULFOOD DINNING INC.,CATHY'S ULTIMATE SOULFOOD DINNING INC.,5638 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1543636,RENEW,,09/22/2005,10/31/2005,N,11/16/2005,11/15/2006,10/31/2005,11/07/2005,AAI,,,41.894941993,-87.766879338,"(41.89494199271389, -87.76687933825816)"
1998569-20111116,2119312,347786,1,"CHICAGO AVE DISCOUNT STORE, INC.",CHICAGO AVE DISCOUNT STORE,5605 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1998569,RENEW,,09/15/2011,01/23/2012,N,11/16/2011,11/15/2013,01/23/2012,01/24/2012,REV,03/22/2013,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
2196541-20130319,2196541,376663,1,"BILLY'S CART, INC.","BILLY'S CART, INC.",5603 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2196541,ISSUE,10/25/2012,10/25/2012,10/25/2012,N,03/19/2013,12/15/2014,03/19/2013,03/19/2013,AAI,,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
1332489-20041116,1537855,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1332489,RENEW,,09/27/2004,11/15/2004,N,11/16/2004,11/15/2005,11/15/2004,12/08/2004,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
2289806-20131008,2289806,385520,1,MEDLOCK CONSTRUCTION INC.,MEDLOCK CONSTRUCTION,5801 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,4404,Regulated Business License,602 | 902 | 914 | 673 | 901,"Administrative Commercial Office | Heating, Ventilation and Air Conditioning Services - Commercial | Roof Repair and Installation | Home Repair Services | Heating, Ventilation and Air Conditioning Services - Residential",2289806,ISSUE,10/04/2013,10/07/2013,10/07/2013,N,10/08/2013,10/15/2015,10/07/2013,10/08/2013,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
2189383-20150116,2367132,321983,2,"DAVID EVANS, JR.",SECOND CHANCE BARBER SHOP & SALON,5744 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,144,"Hair, Nail, and Skin Care Services",2189383,RENEW,,11/15/2014,01/22/2015,N,01/16/2015,01/15/2017,01/22/2015,01/22/2015,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
2298270-20140113,2298270,343815,2,"BETTY'S DAY CARE ACADEMY, INC.","BETTY'S DAY CARE ACADEMY, INC.",5719 - 5725 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,35,29-35,15,1023,Children's Services Facility License,820 | 826,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day Between 6am-9pm | Supervision of, and Care for, Children Under 2 Years of Age, During the Day Between 6am-9pm With Before and After School Programs",2298270,ISSUE,11/18/2013,11/25/2013,11/25/2013,N,01/13/2014,11/15/2015,01/10/2014,01/13/2014,AAI,,,41.894694356,-87.768740812,"(41.89469435604857, -87.76874081172292)"
1471-20071116,1855513,50270,1,JOE BOLLS,J & B TAVERN,5959 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1471,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,11/15/2009,11/15/2007,11/15/2007,AAI,,,41.894610331,-87.774608855,"(41.89461033137298, -87.77460885490936)"
1332489-20051116,1638885,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1332489,RENEW,,09/22/2005,11/17/2005,N,11/16/2005,11/15/2006,11/17/2005,11/18/2005,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
36328-20011116,1176073,15218,2,DARUN MAKTAVEESUB,J M INC,5614 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,36328,RENEW,,10/03/2001,11/06/2001,N,11/16/2001,11/15/2002,01/08/2002,01/09/2002,AAI,,,41.894953358,-87.766062626,"(41.89495335826808, -87.76606262592395)"
1947832-20150116,2367261,339687,4,"DELTA FINANCIALS, INC.",LIBERTY TAX SERVICE 5948,5805 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,197,Tax Preparation Services,1947832,RENEW,,11/15/2014,01/07/2015,N,01/16/2015,01/15/2017,01/07/2015,01/08/2015,AAI,,,41.89467209,-87.770437438,"(41.894672089979515, -87.77043743792723)"
2137182-20120209,2137182,369185,1,NORMAN PEEPLES,PEEPLES TACO' S,5944 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2137182,ISSUE,01/23/2012,01/23/2012,11/14/2011,N,02/09/2012,02/15/2014,02/08/2012,02/09/2012,AAI,,,41.894837943,-87.774089185,"(41.89483794336363, -87.77408918515034)"
1332489-20031116,1440274,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1332489,RENEW,,09/26/2003,01/28/2004,N,11/16/2003,11/15/2004,12/22/2003,01/29/2004,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
67938-20131116,2285449,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,67938,RENEW,,09/15/2013,10/29/2013,N,11/16/2013,11/15/2015,10/29/2013,10/30/2013,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
1356876-20111116,2117675,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1356876,RENEW,,09/15/2011,11/07/2011,N,11/16/2011,11/15/2013,11/07/2011,11/08/2011,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
1356876-20091116,1995250,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1356876,RENEW,,09/15/2009,11/06/2009,N,11/16/2009,11/15/2011,11/06/2009,11/09/2009,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
2184968-20141116,2358115,375457,1,COLEMAN'S BARBEQUE 2 LLC,COLEMAN'S BARBEQUE 2 LLC,5752-5754 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2184968,RENEW,,09/15/2014,10/03/2014,N,11/16/2014,11/15/2016,10/03/2014,10/06/2014,AAI,,,41.894897805,-87.769843107,"(41.894897804583955, -87.76984310664683)"
1682377-20060803,1682377,302399,1,"BARKAWE, INC.",BABA'S STEAK & LEMONADE,5613 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1682377,ISSUE,03/22/2006,03/23/2006,03/23/2006,N,08/03/2006,11/15/2006,08/03/2006,08/03/2006,AAI,,,41.894735094,-87.765970904,"(41.89473509361997, -87.7659709043546)"
2129746-20120120,2129746,368129,1,"CHICAGO AVE QUICK MART, INC.",CHICAGO AVE QUICK MART,5604 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2129746,ISSUE,11/30/2011,12/01/2011,12/01/2011,N,01/20/2012,12/15/2013,01/20/2012,01/20/2012,REV,02/22/2013,,41.894959317,-87.765631839,"(41.89495931732741, -87.76563183906008)"
2146955-20151116,2425979,290890,2,JAMES SPEARMAN,GENESIS ON THE AVENUE,5811 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2146955,RENEW,,09/15/2015,01/10/2016,N,11/16/2015,11/15/2017,01/10/2016,01/11/2016,AAI,,,41.894669765,-87.77066533,"(41.89466976462685, -87.77066533021669)"
1742764-20111116,2116866,59800,4,"MC D'S PIZZA, INC.",BARNEY'S PIZZA,5648 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1742764,RENEW,,09/15/2011,03/15/2012,N,11/16/2011,11/15/2013,03/15/2012,03/16/2012,AAI,,,41.894936006,-87.767324235,"(41.89493600584935, -87.767324234848)"
1332488-20071116,1861299,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1332488,RENEW,,09/21/2007,09/28/2007,N,11/16/2007,11/15/2009,09/28/2007,10/26/2007,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
1356877-20031116,1441195,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/26/2003,10/29/2003,N,11/16/2003,11/15/2004,10/29/2003,11/07/2003,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
67938-20151116,2424642,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,67938,RENEW,,09/15/2015,10/09/2015,N,11/16/2015,11/15/2017,10/09/2015,10/13/2015,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
12776-20131116,2285576,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,12776,RENEW,,09/15/2013,11/12/2013,N,11/16/2013,11/15/2015,11/12/2013,11/12/2013,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1819281-20071116,1867943,316836,1,HAPPY DOG AVE. INC.,HAPPY DOG AVENUE,5614 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1819281,RENEW,,09/21/2007,10/31/2007,N,11/16/2007,11/15/2009,10/31/2007,11/01/2007,AAI,,,41.894953358,-87.766062626,"(41.89495335826808, -87.76606262592395)"
2469579-20160621,2469579,406822,1,BITOY'S BISTRO INC.,BITOY'S BISTRO INC.,5946 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2469579,ISSUE,05/25/2016,06/10/2016,06/10/2016,N,06/21/2016,07/15/2018,06/21/2016,06/21/2016,AAI,,,41.894836792,-87.774164297,"(41.89483679195746, -87.77416429728628)"
14251-20140316,2306081,85659,78,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5753 W CHICAGO AVE 1ST #,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,197,Tax Preparation Services,14251,RENEW,,01/15/2014,03/11/2014,N,03/16/2014,03/15/2016,03/11/2014,03/13/2014,AAI,,,41.8946754,-87.770085469,"(41.89467540014591, -87.77008546898129)"
13323-20021116,1279643,6240,1,SHIRLEY PEEPLES,PEEPLES TACO'S,5944 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,13323,RENEW,,09/24/2002,11/05/2002,N,11/16/2002,11/15/2003,12/04/2002,12/05/2002,AAI,,,41.894837943,-87.774089185,"(41.89483794336363, -87.77408918515034)"
2263195-20150616,2396735,381705,1,"SUPER FURNITURE ZONE, INC.",SUPER FURNITURE ZONE,5635 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,904,Retail Sales of General Merchandise,2263195,RENEW,,04/15/2015,06/02/2015,N,06/16/2015,06/15/2017,06/02/2015,06/03/2015,AAI,,,41.894724114,-87.766698108,"(41.89472411353808, -87.76669810797826)"
1356877-20131116,2286768,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/15/2013,11/06/2013,N,11/16/2013,11/15/2015,11/06/2013,11/07/2013,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
2133998-20131116,2285818,39679,4,JACKIE LOFTON,BOTTOM NAIL SALON,5624 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,895,Nail Services,2133998,RENEW,,09/15/2013,11/14/2013,N,11/16/2013,11/15/2015,11/14/2013,11/15/2013,AAI,,,41.894946126,-87.766493675,"(41.89494612641761, -87.7664936748993)"
12776-20151116,2424762,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,12776,RENEW,,09/15/2015,01/04/2016,N,11/16/2015,11/15/2017,01/04/2016,01/04/2016,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
10366-20091116,1992683,4616,1,HENRY L COLEMAN SR,COLEMAN'S BAR B QUE #2,5752-5754 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,10366,RENEW,,09/15/2009,12/14/2009,N,11/16/2009,11/15/2011,01/19/2010,01/20/2010,AAI,,,41.894897805,-87.769843107,"(41.894897804583955, -87.76984310664683)"
1332488-20041116,1537854,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1332488,RENEW,,09/27/2004,11/15/2004,N,11/16/2004,11/15/2005,11/15/2004,12/08/2004,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
67938-20041116,1524809,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,67938,RENEW,,09/27/2004,11/10/2004,N,11/16/2004,11/15/2005,11/10/2004,11/12/2004,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
2125855-20111118,2125855,367755,1,"CHICAGO AVE GRILL, INC.",WESTSIDE FOOD MART,5613 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2125855,ISSUE,11/10/2011,11/10/2011,11/10/2011,N,11/18/2011,12/15/2013,11/17/2011,11/18/2011,AAI,,,41.894735094,-87.765970904,"(41.89473509361997, -87.7659709043546)"
2246846-20130405,2246846,359294,4,PARIJONE INC.,PARIJONE DESIGNS,5947 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2246846,C_LOC,04/05/2013,04/05/2013,04/05/2013,N,04/05/2013,02/15/2015,04/05/2013,04/05/2013,AAI,,,41.894617303,-87.77415827,"(41.894617303259025, -87.77415827000547)"
2207815-20131116,2287584,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,4404,Regulated Business License,693,Laundry Service,2207815,RENEW,,09/15/2013,11/13/2013,N,11/16/2013,11/15/2015,11/13/2013,11/14/2013,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
2147442-20160216,2441761,369530,1,AUSTIN DOLLAR PLUS INC.,AUSTIN DOLLAR PLUS,5961-5963 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2147442,RENEW,,12/15/2015,02/01/2016,N,02/16/2016,02/15/2018,02/01/2016,02/01/2016,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
1356877-20071116,1861725,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/21/2007,11/08/2007,N,11/16/2007,11/15/2009,11/08/2007,11/09/2007,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
36328-20021116,1281507,15218,2,DARUN MAKTAVEESUB,J M INC,5614 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,36328,RENEW,,09/24/2002,11/14/2002,N,11/16/2002,11/15/2003,11/16/2002,11/19/2002,AAI,,,41.894953358,-87.766062626,"(41.89495335826808, -87.76606262592395)"
1697314-20111116,2118262,303895,1,AMARA SUDHAUNG,CA BEEF,5965 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1697314,RENEW,,09/15/2011,11/15/2011,N,11/16/2011,11/15/2013,11/15/2011,11/15/2011,AAI,,,41.894606779,-87.774834188,"(41.89460677907168, -87.77483418779396)"
67938-20021116,1283081,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,67938,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,11/12/2002,12/30/2002,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
2216027-20131116,2287808,343815,1,"BETTY'S DAY CARE ACADEMY, INC.","BETTY'S DAY CARE ACADEMY, INC.",5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day Between 6am-9pm",2216027,RENEW,,09/15/2013,10/23/2013,N,11/16/2013,11/15/2015,11/25/2013,11/26/2013,AAC,10/27/2015,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
1356876-20031116,1441194,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1356876,RENEW,,09/26/2003,10/29/2003,N,11/16/2003,11/15/2004,10/29/2003,11/07/2003,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
1471-20030516,1347641,50270,1,JOE BOLLS,J & B TAVERN,5959 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1471,RENEW,03/25/2003,05/14/2003,05/14/2003,N,05/16/2003,11/15/2003,05/14/2003,05/16/2003,AAI,,,41.894610331,-87.774608855,"(41.89461033137298, -87.77460885490936)"
10366-20051116,1624093,4616,1,HENRY L COLEMAN SR,COLEMAN'S BAR B QUE #2,5752-5754 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,10366,RENEW,,09/22/2005,11/17/2005,N,11/16/2005,11/15/2006,12/06/2005,02/01/2006,AAI,,,41.894897805,-87.769843107,"(41.894897804583955, -87.76984310664683)"
2189383-20130102,2189383,321983,2,"DAVID EVANS, JR.",SECOND CHANCE BARBER SHOP & SALON,5744 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,144,"Hair, Nail, and Skin Care Services",2189383,ISSUE,09/25/2012,01/02/2013,01/02/2013,N,01/02/2013,01/15/2015,01/02/2013,01/02/2013,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
1332488-20051116,1638884,258337,1,"STOP-N-SAVE FOOD MARKET, INC.",STOP-N-SAVE FOOD MARKET INC,5606 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1332488,RENEW,,09/22/2005,11/17/2005,N,11/16/2005,11/15/2006,11/17/2005,11/18/2005,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
10366-20071116,1849274,4616,1,HENRY L COLEMAN SR,COLEMAN'S BAR B QUE #2,5752-5754 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,10366,RENEW,,09/21/2007,11/19/2007,N,11/16/2007,11/15/2009,11/19/2007,11/20/2007,AAI,,,41.894897805,-87.769843107,"(41.894897804583955, -87.76984310664683)"
2004190-20091120,2004190,348753,1,"CHICAGO AVE FOOD MARKET, INC.",CHICAGO AVE FOOD MARKET,5606 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,2004190,ISSUE,,11/09/2009,11/09/2009,N,11/20/2009,11/15/2011,11/19/2009,11/20/2009,AAI,,,41.894958165,-87.765718109,"(41.89495816541706, -87.76571810860544)"
67937-20151116,2424643,20882,1,FTEX FOODS & LIQUOR INC,FTEX FOODS & LIQUOR INC,5756 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,45,29-45,15,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,67937,RENEW,,09/15/2015,10/09/2015,N,11/16/2015,11/15/2017,10/09/2015,10/13/2015,AAI,,,41.894895591,-87.770006368,"(41.89489559114541, -87.77000636793314)"
2404770-20150605,2404770,398766,1,L & E VIENNA LLC,L & E VIENNA,5965 W CHICAGO AVE 1,CHICAGO,IL,60651,29,,29-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2404770,ISSUE,,05/27/2015,05/27/2015,N,06/05/2015,06/15/2017,06/04/2015,06/05/2015,AAI,,,41.894606779,-87.774834188,"(41.89460677907168, -87.77483418779396)"
1356877-20061116,1758630,263672,1,"THE AVE FOOD MART, INC.",THE AVE FOOD MART,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1781,Tobacco Retail Over Counter,763,Retail Sale of Tobacco,1356877,RENEW,,09/20/2006,11/13/2006,N,11/16/2006,11/15/2007,11/15/2006,11/16/2006,AAI,,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
1742858-20131116,2286895,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1524,Massage Establishment,704,Massage Establishment,1742858,RENEW,,09/15/2013,10/21/2013,N,11/16/2013,11/15/2015,10/21/2013,10/22/2013,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
1742858-20151116,2425849,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1524,Massage Establishment,704,Massage Establishment,1742858,RENEW,,09/15/2015,10/31/2015,N,11/16/2015,11/15/2017,10/31/2015,11/02/2015,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
2184615-,2184615,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1032,Animal Care License,857,Operate a Veterinary Hospital,2184615,ISSUE,,,,N,,11/15/2013,,09/04/2012,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
